fecha_hora_registro,lugar_nombre,latitude,longitude,valor_ica,observaciones,fuente
2026-06-18T21:54:52.018000+00:00,LA PAZ,-16.5424872,-68.0716009,82.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T20:54:45.078000+00:00,LA PAZ,-16.5424872,-68.0716009,62.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T19:54:32.290000+00:00,LA PAZ,-16.5424872,-68.0716009,26.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T18:54:24.709000+00:00,LA PAZ,-16.5424872,-68.0716009,82.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T17:54:25.844000+00:00,LA PAZ,-16.5424872,-68.0716009,84.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T16:54:12.750000+00:00,LA PAZ,-16.5424872,-68.0716009,70.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T15:54:06.867000+00:00,LA PAZ,-16.5424872,-68.0716009,56.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T14:54:00.802000+00:00,LA PAZ,-16.5424872,-68.0716009,30.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T13:53:54.937000+00:00,LA PAZ,-16.5424872,-68.0716009,28.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T12:53:49.016000+00:00,LA PAZ,-16.5424872,-68.0716009,64.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T12:23:53.203000+00:00,LA PAZ,-16.5424872,-68.0716009,58.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T10:53:36.405000+00:00,LA PAZ,-16.5424872,-68.0716009,58.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T10:23:40.573000+00:00,LA PAZ,-16.5424872,-68.0716009,48.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T08:53:29.074000+00:00,LA PAZ,-16.5424872,-68.0716009,54.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T07:53:23.035000+00:00,LA PAZ,-16.5424872,-68.0716009,82.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T06:53:10.121000+00:00,LA PAZ,-16.5424872,-68.0716009,88.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T05:53:10.133000+00:00,LA PAZ,-16.5424872,-68.0716009,74.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T05:23:07.199000+00:00,LA PAZ,-16.5424872,-68.0716009,60.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T05:23:07.190000+00:00,LA PAZ,-16.5424872,-68.0716009,76.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T02:52:45.304000+00:00,LA PAZ,-16.5424872,-68.0716009,92.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T01:52:39.490000+00:00,LA PAZ,-16.5424872,-68.0716009,62.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-18T00:52:40.657000+00:00,LA PAZ,-16.5424872,-68.0716009,54.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T23:52:33.280000+00:00,LA PAZ,-16.5424872,-68.0716009,78.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T22:52:27.233000+00:00,LA PAZ,-16.5424872,-68.0716009,78.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T21:52:21.343000+00:00,LA PAZ,-16.5424872,-68.0716009,104.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T20:52:15.274000+00:00,LA PAZ,-16.5424872,-68.0716009,64.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T19:52:02.357000+00:00,LA PAZ,-16.5424872,-68.0716009,96.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T18:51:56.289000+00:00,LA PAZ,-16.5424872,-68.0716009,96.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T17:51:51.321000+00:00,LA PAZ,-16.5424872,-68.0716009,100.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T16:51:45.641000+00:00,LA PAZ,-16.5424872,-68.0716009,92.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T15:51:39.696000+00:00,LA PAZ,-16.5424872,-68.0716009,76.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T14:51:34.895000+00:00,LA PAZ,-16.5424872,-68.0716009,66.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T13:51:27.471000+00:00,LA PAZ,-16.5424872,-68.0716009,22.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T12:51:22.463000+00:00,LA PAZ,-16.5424872,-68.0716009,104.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T11:51:23.618000+00:00,LA PAZ,-16.5424872,-68.0716009,84.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-17T10:51:17.569000+00:00,LA PAZ,-16.5424872,-68.0716009,88.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
